Symbol,Description,EntrezID,Chromosome,logFC,AveExpr,P,P (adj.),,,,,,,,,,,
MAGEA6,MAGE family member A6,4105,X,2.069,-0.6065,0.0001371,0.01026,,,,,,,,,,,
RAD23A,"RAD23 homolog A, nucleotide excision repair protein",5886,19,0.174,5.335,0.0001391,0.01035,,,,,,,,,,,
GSTCD,glutathione S-transferase C-terminal domain containing,79807,4,0.1686,4.59,0.0001393,0.01035,,,,,,,,,,,
ARHGEF39,Rho guanine nucleotide exchange factor 39,84904,9,0.4334,0.6184,0.0001401,0.01037,,,,,,,,,,,
CYB561,cytochrome b561,1534,17,0.2067,3.45,0.000141,0.01041,,,,,,,,,,,
TDRD7,tudor domain containing 7,23424,9,0.2751,5.994,0.0001418,0.01043,,,,,,,,,,,
PRELID1,PRELI domain containing 1,27166,5,0.1906,5.325,0.000142,0.01043,,,,,,,,,,,
CT45A9,"cancer/testis antigen family 45, member A9",102723680,X,1.062,-5.073,0.0001427,0.01044,,,,,,,,,,,
ISG20L2,interferon stimulated exonuclease gene 20kDa like 2,81875,1,0.1167,4.714,0.0001434,0.01044,,,,,,,,,,,
CYB561D2,cytochrome b561 family member D2,11068,3,0.1939,0.5162,0.000144,0.01044,,,,,,,,,,,
E2F1,E2F transcription factor 1,1869,20,0.4629,2.656,0.0001442,0.01044,,,,,,,,,,,
PHF2,PHD finger protein 2,5253,9,0.1741,5.716,0.0001476,0.01059,,,,,,,,,,,
COX7B2,cytochrome c oxidase subunit 7B2,170712,4,0.94,-4.876,0.0001487,0.01065,,,,,,,,,,,
GAGE12H,G antigen 12H,729442,X,0.6605,-5.915,0.00015,0.01068,,,,,,,,,,,
MCM7,minichromosome maintenance complex component 7,4176,7,0.2747,6.948,0.0001504,0.01068,,,,,,,,,,,
PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1",9088,16,0.4512,1.093,0.0001514,0.01068,,,,,,,,,,,
DVL2,dishevelled segment polarity protein 2,1856,17,0.1681,3.982,0.0001527,0.0107,,,,,,,,,,,
GALR2,galanin receptor 2,8811,17,0.8587,-4.374,0.0001586,0.01099,,,,,,,,,,,
FBXW9,F-box and WD repeat domain containing 9,84261,19,0.2233,2.257,0.0001596,0.01099,,,,,,,,,,,
FARSA,phenylalanyl-tRNA synthetase alpha subunit,2193,19,0.1637,5.198,0.0001605,0.01099,,,,,,,,,,,
XYLB,xylulokinase homolog (H. influenzae),9942,3,0.376,4.265,0.0001606,0.01099,,,,,,,,,,,
TET3,tet methylcytosine dioxygenase 3,200424,2,0.2322,6.361,0.0001608,0.01099,,,,,,,,,,,
GLE1,"GLE1, RNA export mediator",2733,9,0.2517,6.003,0.000161,0.01099,,,,,,,,,,,
LINC00221,long intergenic non-protein coding RNA 221,338005,14,0.2303,-6.169,0.0001642,0.01116,,,,,,,,,,,
TMEM147-AS1,TMEM147 antisense RNA 1,100506469,19,0.2471,-0.8454,0.0001644,0.01116,,,,,,,,,,,
TRAF7,TNF receptor associated factor 7,84231,16,0.1835,5.862,0.000166,0.01124,,,,,,,,,,,
CPSF4,cleavage and polyadenylation specific factor 4,10898,7,0.1863,3.439,0.0001702,0.0115,,,,,,,,,,,
GOLGA2,golgin A2,2801,9,0.2014,6.099,0.0001714,0.01155,,,,,,,,,,,
DHX30,DEAH-box helicase 30,22907,3,0.189,5.676,0.0001722,0.01157,,,,,,,,,,,
ZNF777,zinc finger protein 777,27153,7,0.1317,3.635,0.0001736,0.01164,,,,,,,,,,,
CEP78,centrosomal protein 78kDa,84131,9,0.2759,4.574,0.0001758,0.01176,,,,,,,,,,,
TIMM8B,translocase of inner mitochondrial membrane 8 homolog B (yeast),26521,11,0.1819,1.944,0.0001804,0.012,,,,,,,,,,,
ADPRHL2,ADP-ribosylhydrolase like 2,54936,1,0.1572,2.984,0.0001849,0.01221,,,,,,,,,,,
LOC113230,uncharacterized protein LOC113230,113230,19,0.5699,-1.427,0.0001856,0.01222,,,,,,,,,,,
NA,NA,NA,NA,0.412,-5.878,0.000186,0.01222,,,,,,,,,,,
FANCG,Fanconi anemia complementation group G,2189,9,0.2519,5.043,0.0001867,0.01224,,,,,,,,,,,
THOP1,thimet oligopeptidase 1,7064,19,0.2788,3.662,0.00019,0.01233,,,,,,,,,,,
ZNF324B,zinc finger protein 324B,388569,19,0.2189,2.377,0.0001908,0.01233,,,,,,,,,,,
IQGAP3,IQ motif containing GTPase activating protein 3,128239,1,0.4457,5.758,0.000191,0.01233,,,,,,,,,,,
NUDT8,nudix hydrolase 8,254552,11,0.3852,-0.3273,0.0001915,0.01233,,,,,,,,,,,
KIR2DS2,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2",100132285,19,0.2143,-6.195,0.0001919,0.01233,,,,,,,,,,,
MYH7,"myosin, heavy chain 7, cardiac muscle, beta",4625,14,0.9321,-3.623,0.0001936,0.01241,,,,,,,,,,,
GPRIN2,G protein regulated inducer of neurite outgrowth 2,9721,10,0.7942,-1.663,0.0001943,0.01241,,,,,,,,,,,
UBAC1,UBA domain containing 1,10422,9,0.2676,3.477,0.0001946,0.01241,,,,,,,,,,,
STRBP,spermatid perinuclear RNA binding protein,55342,9,0.3023,5.591,0.0001962,0.01245,,,,,,,,,,,
C3orf62,chromosome 3 open reading frame 62,375341,3,0.2519,2.798,0.000197,0.01247,,,,,,,,,,,
CRB3,"crumbs 3, cell polarity complex component",92359,19,0.4242,1.596,0.0001977,0.01248,,,,,,,,,,,
PLCB3,phospholipase C beta 3,5331,11,0.2144,6.401,0.0001992,0.0125,,,,,,,,,,,
POTEF,POTE ankyrin domain family member F,728378,2,1.405,1.952,0.0002068,0.01281,,,,,,,,,,,
VCY1B,"variable charge, Y-linked 1B",353513,Y,0.2109,-6.207,0.0002077,0.01284,,,,,,,,,,,
KCNK6,potassium two pore domain channel subfamily K member 6,9424,19,0.347,1.809,0.0002096,0.01287,,,,,,,,,,,
ETV3,ETS variant 3,2117,1,0.2256,4.427,0.0002105,0.0129,,,,,,,,,,,
NADK,NAD kinase,65220,1,0.1472,4.893,0.0002172,0.01321,,,,,,,,,,,
DBNDD1,dysbindin (dystrobrevin binding protein 1) domain containing 1,79007,16,0.5675,-0.8771,0.0002203,0.01329,,,,,,,,,,,
RELL2,RELT like 2,285613,5,0.355,1.157,0.0002217,0.01333,,,,,,,,,,,
HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B,3182,5,0.2104,6.149,0.0002248,0.01345,,,,,,,,,,,
CDC20,cell division cycle 20,991,1,0.4887,4.081,0.000227,0.01356,,,,,,,,,,,
NSDHL,NAD(P) dependent steroid dehydrogenase-like,50814,X,0.2321,4.949,0.0002316,0.01377,,,,,,,,,,,
KIF24,kinesin family member 24,347240,9,0.4376,2.977,0.0002323,0.01378,,,,,,,,,,,
UNC13B,unc-13 homolog B (C. elegans),10497,9,0.2804,6.579,0.0002359,0.01389,,,,,,,,,,,
BLOC1S1,biogenesis of lysosomal organelles complex 1 subunit 1,2647,12,0.114,3.469,0.0002359,0.01389,,,,,,,,,,,
ALAS1,5'-aminolevulinate synthase 1,211,3,0.4508,6.45,0.0002374,0.01389,,,,,,,,,,,
KLC3,kinesin light chain 3,147700,19,0.8011,0.4658,0.000242,0.01412,,,,,,,,,,,
NAA40,"N(alpha)-acetyltransferase 40, NatD catalytic subunit",79829,11,0.1728,3.529,0.0002461,0.01424,,,,,,,,,,,
ECH1,"enoyl-CoA hydratase 1, peroxisomal",1891,19,0.2459,5.543,0.0002495,0.01441,,,,,,,,,,,
ATP5G1,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9)",516,17,0.264,4.739,0.0002526,0.01452,,,,,,,,,,,
PTBP1,polypyrimidine tract binding protein 1,5725,19,0.1422,6.865,0.000254,0.01457,,,,,,,,,,,
SYNGR3,synaptogyrin 3,9143,16,0.7321,-2.509,0.0002557,0.01461,,,,,,,,,,,
WDR62,WD repeat domain 62,284403,19,0.4462,5.252,0.0002558,0.01461,,,,,,,,,,,
CARHSP1,calcium regulated heat stable protein 1,23589,16,0.238,2.244,0.0002566,0.01463,,,,,,,,,,,
TCF19,transcription factor 19,6941,6,0.4007,1.708,0.0002576,0.01465,,,,,,,,,,,
FASN,fatty acid synthase,2194,17,0.401,9.115,0.0002582,0.01465,,,,,,,,,,,
CCT7,chaperonin containing TCP1 subunit 7,10574,2,0.2192,7.065,0.0002597,0.01471,,,,,,,,,,,
OR7E5P,olfactory receptor family 7 subfamily E member 5 pseudogene,219445,11,0.6042,-5.602,0.0002622,0.01475,,,,,,,,,,,
SLC25A1,solute carrier family 25 member 1,6576,22,0.2321,4.662,0.0002633,0.01477,,,,,,,,,,,
NA,NA,NA,NA,0.3455,-5.995,0.0002651,0.01479,,,,,,,,,,,
DOT1L,DOT1 like histone H3K79 methyltransferase,84444,19,0.2122,5.67,0.0002723,0.0151,,,,,,,,,,,
NOP9,NOP9 nucleolar protein,161424,14,0.1056,5.449,0.0002778,0.01534,,,,,,,,,,,
UTP3,"UTP3, small subunit processome component homolog (S. cerevisiae)",57050,4,0.1206,4.817,0.0002808,0.01543,,,,,,,,,,,
CIZ1,CDKN1A interacting zinc finger protein 1,25792,9,0.1884,5.837,0.0002811,0.01543,,,,,,,,,,,
NHP2,NHP2 ribonucleoprotein,55651,5,0.2449,4.465,0.0002813,0.01543,,,,,,,,,,,
CORO2A,coronin 2A,7464,9,0.4638,3.978,0.0002824,0.01544,,,,,,,,,,,
LOC541473,"FK506 binding protein 6, 36kDa pseudogene",541473,7,0.2991,-6.015,0.0002851,0.01544,,,,,,,,,,,
QTRT2,queuine tRNA-ribosyltransferase accessory subunit 2,79691,3,0.1729,4.933,0.0002853,0.01544,,,,,,,,,,,
HGS,hepatocyte growth factor-regulated tyrosine kinase substrate,9146,17,0.1697,6.11,0.0002855,0.01544,,,,,,,,,,,
PRPF19,pre-mRNA processing factor 19,27339,11,0.1822,6.201,0.000286,0.01544,,,,,,,,,,,
NFKBIB,NFKB inhibitor beta,4793,19,0.2492,1.731,0.0002861,0.01544,,,,,,,,,,,
SAC3D1,SAC3 domain containing 1,29901,11,0.2303,2.798,0.0002867,0.01544,,,,,,,,,,,
LSR,lipolysis stimulated lipoprotein receptor,51599,19,0.3833,5.104,0.0002869,0.01544,,,,,,,,,,,
PSMC4,"proteasome 26S subunit, ATPase 4",5704,19,0.2078,6.256,0.0002875,0.01544,,,,,,,,,,,
MRPS25,mitochondrial ribosomal protein S25,64432,3,0.2174,5.349,0.0002883,0.01544,,,,,,,,,,,
POTEI,POTE ankyrin domain family member I,653269,2,0.8634,-3.06,0.000289,0.01544,,,,,,,,,,,
BAGE,B melanoma antigen,574,21,0.6921,-5.441,0.0002907,0.01549,,,,,,,,,,,
MRPS2,mitochondrial ribosomal protein S2,51116,9,0.2877,2.766,0.0002954,0.01571,,,,,,,,,,,
HAUS8,HAUS augmin like complex subunit 8,93323,19,0.2509,2.572,0.0002972,0.01575,,,,,,,,,,,
DHRS11,dehydrogenase/reductase (SDR family) member 11,79154,17,0.4103,2.762,0.0002988,0.01577,,,,,,,,,,,
FAM27E5,family with sequence similarity E5,284123,17,0.2776,-6.121,0.0002989,0.01577,,,,,,,,,,,
LLGL2,"lethal giant larvae homolog 2, scribble cell polarity complex component",3993,17,0.4148,5.072,0.0003002,0.0158,,,,,,,,,,,
MAP3K10,mitogen-activated protein kinase kinase kinase 10,4294,19,0.1987,3.042,0.0003006,0.0158,,,,,,,,,,,
PROSER2-AS1,PROSER2 antisense RNA 1,219731,10,0.2385,-6.16,0.0003052,0.01591,,,,,,,,,,,
MCM10,minichromosome maintenance 10 replication initiation factor,55388,10,0.4686,4.298,0.0003074,0.01596,,,,,,,,,,,
PDCD2L,programmed cell death 2-like,84306,19,0.284,2.704,0.0003114,0.01614,,,,,,,,,,,
CYTH2,cytohesin 2,9266,19,0.2223,5.929,0.0003149,0.01626,,,,,,,,,,,
LOC100288966,POTE ankyrin domain family member D-like,100288966,Un,0.2124,-6.179,0.0003184,0.01637,,,,,,,,,,,
ADAM15,ADAM metallopeptidase domain 15,8751,1,0.2681,5.87,0.0003203,0.01641,,,,,,,,,,,
SLC34A3,solute carrier family 34 member 3,142680,9,0.6674,-3.013,0.0003203,0.01641,,,,,,,,,,,
SARS2,"seryl-tRNA synthetase 2, mitochondrial",54938,19,0.2739,4.659,0.0003236,0.01654,,,,,,,,,,,
CSAG3,"CSAG family, member 3",389903,X,1.192,-2.81,0.0003287,0.0167,,,,,,,,,,,
NA,NA,NA,NA,0.4297,-5.859,0.0003316,0.0168,,,,,,,,,,,
REXO4,"REX4 homolog, 3'-5' exonuclease",57109,9,0.1364,4.424,0.0003324,0.0168,,,,,,,,,,,
CDKN2B,cyclin-dependent kinase inhibitor 2B,1030,9,0.7158,0.2375,0.0003327,0.0168,,,,,,,,,,,
SLC25A5,solute carrier family 25 member 5,292,X,0.2125,6.703,0.0003347,0.01685,,,,,,,,,,,
CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6,84303,3,0.2656,2.86,0.0003397,0.01696,,,,,,,,,,,
PXN-AS1,PXN antisense RNA 1,100506649,12,0.4556,-2.47,0.0003401,0.01696,,,,,,,,,,,
RAD51,RAD51 recombinase,5888,15,0.3642,4.149,0.0003421,0.01702,,,,,,,,,,,
ENDOG,endonuclease G,2021,9,0.2829,1.62,0.0003439,0.01705,,,,,,,,,,,
C19orf73,chromosome 19 open reading frame 73,55150,19,0.3862,-3.831,0.000344,0.01705,,,,,,,,,,,
KIF15,kinesin family member 15,56992,3,0.4516,4.511,0.0003499,0.01716,,,,,,,,,,,
FEN1,flap structure-specific endonuclease 1,2237,11,0.3732,3.536,0.0003504,0.01716,,,,,,,,,,,
HJURP,Holliday junction recognition protein,55355,2,0.3758,4.24,0.0003522,0.01716,,,,,,,,,,,
LOC400655,uncharacterized LOC400655,400655,18,0.3069,-5.987,0.0003524,0.01716,,,,,,,,,,,
PIPSL,"PIP5K1A and PSMD4-like, pseudogene",266971,10,0.2781,1.405,0.0003525,0.01716,,,,,,,,,,,
ATRIP,ATR interacting protein,84126,3,0.2309,3.226,0.0003526,0.01716,,,,,,,,,,,
COPE,coatomer protein complex subunit epsilon,11316,19,0.1535,4.855,0.0003575,0.01733,,,,,,,,,,,
TMEM238,transmembrane protein 238,388564,19,0.4171,-0.04571,0.000361,0.01747,,,,,,,,,,,
IFNG,"interferon, gamma",3458,12,0.9062,-3.357,0.0003699,0.01777,,,,,,,,,,,
E4F1,E4F transcription factor 1,1877,16,0.1769,3.15,0.000371,0.01779,,,,,,,,,,,
GIT1,G protein-coupled receptor kinase interacting ArfGAP 1,28964,17,0.1938,5.108,0.0003722,0.01781,,,,,,,,,,,
CDC6,cell division cycle 6,990,17,0.4548,5.247,0.0003746,0.01781,,,,,,,,,,,
OVOL1,ovo like zinc finger 1,5017,11,0.7094,3.531,0.0003754,0.01781,,,,,,,,,,,
LOC101928567,uncharacterized LOC101928567,101928567,17,0.1702,-6.227,0.0003759,0.01781,,,,,,,,,,,
TIMELESS,timeless circadian clock,8914,12,0.2458,5.823,0.0003762,0.01781,,,,,,,,,,,
NACC1,nucleus accumbens associated 1,112939,19,0.2437,4,0.0003763,0.01781,,,,,,,,,,,
PANX3,pannexin 3,116337,11,0.8472,-4.994,0.0003781,0.01786,,,,,,,,,,,
ABHD11,abhydrolase domain containing 11,83451,7,0.3902,3.535,0.0003791,0.01786,,,,,,,,,,,
YTHDF2,YTH N(6)-methyladenosine RNA binding protein 2,51441,1,0.1218,5.647,0.0003805,0.01786,,,,,,,,,,,
LRRC45,leucine rich repeat containing 45,201255,17,0.2804,3.883,0.0003813,0.01786,,,,,,,,,,,
PUS1,pseudouridylate synthase 1,80324,12,0.1617,4.4,0.0003814,0.01786,,,,,,,,,,,
RGS9BP,regulator of G-protein signaling 9 binding protein,388531,19,0.8586,-3.488,0.0003838,0.01791,,,,,,,,,,,
ZNF574,zinc finger protein 574,64763,19,0.2384,3.421,0.0003872,0.01797,,,,,,,,,,,
C9orf16,chromosome 9 open reading frame 16,79095,9,0.2271,-0.9079,0.0003878,0.01797,,,,,,,,,,,
DEPDC1,DEP domain containing 1,55635,1,0.4491,3.278,0.00039,0.01804,,,,,,,,,,,
SHPK,sedoheptulokinase,23729,17,0.1282,3.306,0.0003906,0.01804,,,,,,,,,,,
NUP62,nucleoporin 62kDa,23636,19,0.1632,7.493,0.0003956,0.0182,,,,,,,,,,,
TRAF2,TNF receptor associated factor 2,7186,9,0.214,4.313,0.0003969,0.0182,,,,,,,,,,,
ZNF687,zinc finger protein 687,57592,1,0.2873,4.77,0.0003976,0.0182,,,,,,,,,,,
POTEJ,POTE ankyrin domain family member J,653781,2,0.7173,-3.752,0.0003985,0.01821,,,,,,,,,,,
LHX2,LIM homeobox 2,9355,9,0.9432,-3.475,0.0004025,0.01834,,,,,,,,,,,
JAGN1,jagunal homolog 1,84522,3,0.1938,3.396,0.0004027,0.01834,,,,,,,,,,,
APOBEC3A,apolipoprotein B mRNA editing enzyme catalytic subunit 3A,200315,22,0.815,-2.049,0.0004044,0.01838,,,,,,,,,,,
NA,NA,NA,NA,1.304,-3.775,0.0004166,0.01886,,,,,,,,,,,
RABL6,"RAB, member RAS oncogene family-like 6",55684,9,0.2249,6.09,0.0004192,0.01886,,,,,,,,,,,
USP43,ubiquitin specific peptidase 43,124739,17,0.3912,2.967,0.0004196,0.01886,,,,,,,,,,,
PEX10,peroxisomal biogenesis factor 10,5192,1,0.1064,2.63,0.0004199,0.01886,,,,,,,,,,,
TTK,TTK protein kinase,7272,6,0.4755,4.681,0.0004232,0.01886,,,,,,,,,,,
NA,NA,NA,NA,0.784,-3.195,0.0004243,0.01886,,,,,,,,,,,
FAR2P1,fatty acyl-CoA reductase 2 pseudogene 1,440905,2,1.288,-2.734,0.0004287,0.019,,,,,,,,,,,
DAGLA,diacylglycerol lipase alpha,747,11,0.3668,2.131,0.0004428,0.01949,,,,,,,,,,,
ATP5O,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",539,21,0.1354,6.698,0.0004449,0.01955,,,,,,,,,,,
C7orf71,chromosome 7 open reading frame 71,285941,7,0.4455,-5.916,0.0004534,0.01989,,,,,,,,,,,
ZNF57,zinc finger protein 57,126295,19,0.244,3.019,0.0004545,0.0199,,,,,,,,,,,
FSTL5,follistatin like 5,56884,4,1.157,-2.8,0.000456,0.0199,,,,,,,,,,,
LMNB2,lamin B2,84823,19,0.2512,6.757,0.000456,0.0199,,,,,,,,,,,
DCTN3,dynactin subunit 3,11258,9,0.1326,3.511,0.000463,0.02008,,,,,,,,,,,
SIRT6,sirtuin 6,51548,19,0.1436,1.202,0.0004632,0.02008,,,,,,,,,,,
SURF2,surfeit 2,6835,9,0.2421,2.72,0.0004663,0.02015,,,,,,,,,,,
GOT1,"glutamic-oxaloacetic transaminase 1, soluble",2805,10,0.1827,4.459,0.0004741,0.02039,,,,,,,,,,,
CCDC51,coiled-coil domain containing 51,79714,3,0.1987,2.237,0.0004751,0.02039,,,,,,,,,,,
CDC45,cell division cycle 45,8318,22,0.4032,3.86,0.0004758,0.02039,,,,,,,,,,,
SGTA,small glutamine rich tetratricopeptide repeat containing alpha,6449,19,0.154,4.194,0.0004805,0.02052,,,,,,,,,,,
MRPL10,mitochondrial ribosomal protein L10,124995,17,0.1162,1.815,0.0004811,0.02052,,,,,,,,,,,
MYO5B,myosin VB,4645,18,0.4565,8.019,0.0004833,0.02053,,,,,,,,,,,
CHERP,calcium homeostasis endoplasmic reticulum protein,10523,19,0.1442,4.867,0.0004849,0.02055,,,,,,,,,,,
GRHL1,grainyhead like transcription factor 1,29841,2,0.6246,6.291,0.0004897,0.02069,,,,,,,,,,,
MDH1,malate dehydrogenase 1,4190,2,0.2183,6.838,0.0004918,0.02074,,,,,,,,,,,
NAT8L,N-acetyltransferase 8 like,339983,4,0.7525,-3.989,0.0004997,0.02094,,,,,,,,,,,
AGO1,"argonaute 1, RISC catalytic component",26523,1,0.195,5.73,0.0005016,0.02099,,,,,,,,,,,
DBF4B,DBF4 zinc finger B,80174,17,0.2715,3.129,0.0005033,0.02102,,,,,,,,,,,
APOL6,apolipoprotein L6,80830,22,0.2892,5.525,0.0005074,0.02113,,,,,,,,,,,
METTL13,methyltransferase like 13,51603,1,0.1787,5.096,0.0005135,0.02131,,,,,,,,,,,
WDR90,WD repeat domain 90,197335,16,0.235,4.419,0.0005151,0.02131,,,,,,,,,,,
OTX1,orthodenticle homeobox 1,5013,2,0.5024,-0.04621,0.0005177,0.02131,,,,,,,,,,,
CENPM,centromere protein M,79019,22,0.3252,1.135,0.0005182,0.02131,,,,,,,,,,,
RPL10L,ribosomal protein L10 like,140801,14,0.415,-5.886,0.0005198,0.02131,,,,,,,,,,,
BOLA1,bolA family member 1,51027,1,0.3778,-1.75,0.0005207,0.02131,,,,,,,,,,,
C11orf71,chromosome 11 open reading frame 71,54494,11,0.1977,-0.5916,0.0005302,0.0216,,,,,,,,,,,
ASB6,ankyrin repeat and SOCS box containing 6,140459,9,0.1646,1.64,0.0005309,0.0216,,,,,,,,,,,
NA,NA,NA,NA,0.9475,-4.577,0.000531,0.0216,,,,,,,,,,,
USP19,ubiquitin specific peptidase 19,10869,3,0.1616,5.2,0.0005326,0.0216,,,,,,,,,,,
NR6A1,nuclear receptor subfamily 6 group A member 1,2649,9,0.3884,2.041,0.0005336,0.0216,,,,,,,,,,,
ODF2,outer dense fiber of sperm tails 2,4957,9,0.2263,6.34,0.0005347,0.02161,,,,,,,,,,,
NR2C2AP,nuclear receptor 2C2 associated protein,126382,19,0.2694,4.02,0.0005375,0.02169,,,,,,,,,,,
AP1M2,adaptor related protein complex 1 mu 2 subunit,10053,19,0.3984,4.613,0.0005381,0.02169,,,,,,,,,,,
MTA2,metastasis associated 1 family member 2,9219,11,0.1379,6.976,0.0005411,0.02174,,,,,,,,,,,
NA,NA,NA,NA,0.2731,-5.987,0.000544,0.02182,,,,,,,,,,,
PSMB4,proteasome subunit beta 4,5692,1,0.2247,7.019,0.0005454,0.02185,,,,,,,,,,,
UCK2,uridine-cytidine kinase 2,7371,1,0.2903,4.859,0.0005491,0.0219,,,,,,,,,,,
KIAA1161,KIAA1161,57462,9,0.2796,1.531,0.0005516,0.0219,,,,,,,,,,,
AKAP1,A-kinase anchoring protein 1,8165,17,0.2221,6.345,0.0005523,0.0219,,,,,,,,,,,
RFC2,replication factor C subunit 2,5982,7,0.2316,4.457,0.0005527,0.0219,,,,,,,,,,,
GTSE1,G2 and S-phase expressed 1,51512,22,0.3712,4.263,0.0005535,0.0219,,,,,,,,,,,
OPLAH,5-oxoprolinase (ATP-hydrolysing),26873,8,0.427,1.734,0.0005565,0.02196,,,,,,,,,,,
CAMTA2,calmodulin binding transcription activator 2,23125,17,0.1517,5.358,0.0005595,0.02204,,,,,,,,,,,
OR8G1,olfactory receptor family 8 subfamily G member 1 (gene/pseudogene),26494,11,1.306,-3.618,0.0005641,0.02209,,,,,,,,,,,
GPR12,G protein-coupled receptor 12,2835,13,0.779,-4.793,0.0005654,0.02211,,,,,,,,,,,
QRICH2,glutamine rich 2,84074,17,0.3069,3.773,0.0005677,0.02216,,,,,,,,,,,
POTEH,POTE ankyrin domain family member H,23784,22,1.406,-2.341,0.0005706,0.02218,,,,,,,,,,,
CISD3,CDGSH iron sulfur domain 3,284106,17,0.2917,2.845,0.0005707,0.02218,,,,,,,,,,,
HIST1H2AI,"histone cluster 1, H2ai",8329,6,0.5335,4.961,0.0005708,0.02218,,,,,,,,,,,
MYH6,"myosin, heavy chain 6, cardiac muscle, alpha",4624,14,0.8858,-2.463,0.0005719,0.02218,,,,,,,,,,,
XK,X-linked Kx blood group,7504,X,0.7596,1.352,0.0005723,0.02218,,,,,,,,,,,
GFY,golgi associated olfactory signaling regulator,100507003,19,0.8695,-4.546,0.0005732,0.02218,,,,,,,,,,,
HOXB13,homeobox B13,10481,17,1.14,-1.764,0.0005784,0.02228,,,,,,,,,,,
ETNPPL,ethanolamine-phosphate phospho-lyase,64850,4,0.8638,-4.459,0.0005805,0.02233,,,,,,,,,,,
SYMPK,symplekin,8189,19,0.1299,6.8,0.0005877,0.02249,,,,,,,,,,,
NDUFA13,NADH:ubiquinone oxidoreductase subunit A13,51079,19,0.2344,7.062,0.0005898,0.02249,,,,,,,,,,,
MRPS14,mitochondrial ribosomal protein S14,63931,1,0.1079,1.167,0.0005907,0.02249,,,,,,,,,,,
CNKSR1,connector enhancer of kinase suppressor of Ras 1,10256,1,0.3635,6.293,0.0005923,0.02252,,,,,,,,,,,
POLR2L,polymerase (RNA) II subunit L,5441,11,0.1677,2.756,0.000596,0.02263,,,,,,,,,,,
EPB41L4B,erythrocyte membrane protein band 4.1 like 4B,54566,9,0.5498,3.379,0.0005974,0.02265,,,,,,,,,,,
CCDC43,coiled-coil domain containing 43,124808,17,0.1814,4.068,0.0006002,0.02266,,,,,,,,,,,
BAGE5,B melanoma antigen family member 5,85316,13,0.6473,-5.354,0.0006059,0.02281,,,,,,,,,,,
MELK,maternal embryonic leucine zipper kinase,9833,9,0.4533,4.921,0.000606,0.02281,,,,,,,,,,,
TRIM65,tripartite motif containing 65,201292,17,0.1805,1.056,0.0006117,0.02296,,,,,,,,,,,
SAGE1,sarcoma antigen 1,55511,X,1.362,-3.372,0.0006118,0.02296,,,,,,,,,,,
TRIM14,tripartite motif containing 14,9830,9,0.2556,4.109,0.0006156,0.02303,,,,,,,,,,,
NPRL2,"NPR2-like, GATOR1 complex subunit",10641,3,0.1677,3.799,0.0006171,0.02303,,,,,,,,,,,
LONP1,"lon peptidase 1, mitochondrial",9361,19,0.1488,5.772,0.0006212,0.02303,,,,,,,,,,,
SLC31A1,solute carrier family 31 member 1,1317,9,0.2274,4.847,0.0006217,0.02303,,,,,,,,,,,
KDF1,keratinocyte differentiation factor 1,126695,1,0.4052,1.631,0.0006219,0.02303,,,,,,,,,,,
KMT2B,lysine methyltransferase 2B,9757,19,0.2127,7.027,0.0006224,0.02303,,,,,,,,,,,
GRHL3,grainyhead like transcription factor 3,57822,1,0.9376,5.02,0.0006224,0.02303,,,,,,,,,,,
CD3EAP,CD3e molecule associated protein,10849,19,0.2498,3.863,0.000626,0.02313,,,,,,,,,,,
COA7,cytochrome c oxidase assembly factor 7 (putative),65260,1,0.1828,3.237,0.000631,0.02319,,,,,,,,,,,
TSTD2,thiosulfate sulfurtransferase (rhodanese)-like domain containing 2,158427,9,0.1139,3.613,0.0006314,0.02319,,,,,,,,,,,
NKX2-3,NK2 homeobox 3,159296,10,0.3321,-5.919,0.0006319,0.02319,,,,,,,,,,,
ZDHHC18,zinc finger DHHC-type containing 18,84243,1,0.191,4.589,0.0006328,0.02319,,,,,,,,,,,
ATP8B5P,"ATPase phospholipid transporting 8B5, pseudogene",158381,9,0.524,-4.174,0.0006388,0.02336,,,,,,,,,,,
HIST1H3H,"histone cluster 1, H3h",8357,6,0.4784,4.355,0.0006458,0.02354,,,,,,,,,,,
XAGE1E,X antigen family member 1E,653067,X,0.3904,-6.032,0.0006459,0.02354,,,,,,,,,,,
SMAGP,small cell adhesion glycoprotein,57228,12,0.383,2.179,0.0006489,0.0236,,,,,,,,,,,
PRSS27,"protease, serine 27",83886,16,0.4909,0.1138,0.0006608,0.02391,,,,,,,,,,,
UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,7311,19,0.1697,8.488,0.0006621,0.02391,,,,,,,,,,,
LOC81691,exonuclease NEF-sp,81691,16,0.3297,2.8,0.0006624,0.02391,,,,,,,,,,,
EPN2,epsin 2,22905,17,0.2675,4.446,0.0006759,0.02427,,,,,,,,,,,
FBXO34,F-box protein 34,55030,14,0.1223,4.718,0.0006762,0.02427,,,,,,,,,,,
